"item","protein","carbs","fats"
"CEREALS,KASHI HEART TO HEART,INST OATMEAL,APPL CINN,DRY",10.7,78,1
"CEREALS,KASHI HEART TO HEART,INST OATMEAL,MAPLE,DRY",10.9,77,1
"CEREALS,KASHI HEART TO HEART,INST OATMEAL,RAISIN SPICE,DRY",8.1,77,1
"ACEROLA,(WEST INDIAN CHERRY),RAW",0.4,7.69,0.068
"ACEROLA JUICE,RAW",0.4,4.8,0.068
"APPLES,RAW,WITH SKIN",0.26,13.81,0.028
"APPLES,RAW,WITHOUT SKIN",0.27,12.76,0.021
"APPLES,RAW,WO/SKN,CKD,BLD",0.26,13.64,0.058
"APPLES,RAW,WO/ SKN,CKD,MICROWAVE",0.28,14.41,0.068
"APPLES,CND,SWTND,SLICED,DRND,UNHTD",0.18,16.7,0.08
"APPLES,CND,SWTND,SLICED,DRND,HTD",0.18,16.84,0.07
"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD",1.32,93.53,0.095
"APPLES,DEHYD (LO MOIST),SULFURED,STWD",0.28,19.91,0.02
"APPLES,DRIED,SULFURED,UNCKD",0.93,65.89,0.052
"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR",0.22,15.32,0.012
"APPLES,DRIED,SULFURED,STWD,W/ SUGAR",0.2,20.73,0.011
"APPLES,FRZ,UNSWTND,UNHTD",0.28,12.31,0.053
"APPLES,FRZ,UNSWTND,HTD",0.29,12,0.053
"APPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",0.1,11.3,0.022
"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C",0.51,41,0.06
"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",0.14,11.54,0.018
"APPLESAUCE,CND,UNSWTND,WO/ADDED VIT C (INCLUDES USDA COMMOD)",0.17,11.27,0.008
"APPLESAUCE,CND,SWTND,WO/ SALT (INCLUDES USDA COMMODITY)",0.16,17.49,0.03
"APRICOTS,RAW",1.4,11.12,0.027
"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS",0.71,6.39,0.011
"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS",0.69,5.48,0.002
"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS",0.63,12.34,0.003
"APRICOTS,CND,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS",0.6,12.5,0.007
"APRICOTS,CND,LT SYRUP PK,W/SKN,SOL&LIQUIDS",0.53,16.49,0.003
"APRICOTS,CND,HVY SYRUP PK,W/SKN,SOL&LIQUIDS",0.53,21.47,0.005
"APRICOTS,CND,HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",0.51,21.45,0.006
"APRICOTS,CND,EX HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",0.55,24.85,0.003
"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,UNCKD",4.9,82.89,0.043
"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,STWD",1.93,32.62,0.017
"APRICOTS,DRIED,SULFURED,UNCKD",3.39,62.64,0.017
"APRICOTS,DRIED,SULFURED,STWD,WO/ SUGAR",1.2,22.15,0.006
"APRICOTS,DRIED,SULFURED,STWD,W/ SUGAR",1.17,29.26,0.01
"APRICOTS,FROZEN,SWEETENED",0.7,25.1,0.007
"APRICOT NECTAR,CND,WO/ VIT C",0.37,14.39,0.006
"AVOCADOS,RAW,ALL COMM VAR",2,8.53,2.126
"AVOCADOS,RAW,CALIFORNIA",1.96,8.64,2.126
"AVOCADOS,RAW,FLORIDA",2.23,7.82,1.96
"BANANAS,RAW",1.09,22.84,0.112
"BANANAS,DEHYD,OR BANANA PDR",3.89,88.28,0.698
"BLACKBERRIES,RAW",1.39,9.61,0.014
"BLACKBERRY JUC,CND",0.3,7.8,0.018
"BLACKBERRIES,CND,HVY SYRUP,SOL&LIQUIDS",1.31,23.1,0.005
"BLACKBERRIES,FRZ,UNSWTND",1.18,15.67,0.015
"BLUEBERRIES,RAW",0.74,14.49,0.028
"BLUEBERRIES,CND,HVY SYRUP,SOL&LIQUIDS",0.65,22.06,0.027
"BLUEBERRIES,WILD,FRZ",0,13.85,0.03
"BLUEBERRIES,FRZ,UNSWTND",0.42,12.17,0.053
"BLUEBERRIES,FRZ,SWTND",0.4,21.95,0.011
"BOYSENBERRIES,CND,HVY SYRUP",0.99,22.31,0.004
"BOYSENBERRIES,FRZ,UNSWTND",1.1,12.19,0.009
"BREADFRUIT,RAW",1.07,27.12,0.048
"CARAMBOLA,(STARFRUIT),RAW",1.04,6.73,0.019
"CARISSA,(NATAL-PLUM),RAW",0.5,13.63,0
"CHERIMOYA,RAW",1.65,17.7,0
"CHERRIES,SOUR,RED,RAW",1,12.18,0.068
"CHERRIES,SOUR,RED,CND,H2O PK,SOL&LIQUIDS (INCL USDA CMDTY)",0.77,8.94,0.023
"CHERRIES,SOUR,RED,CND,LT SYRUP PK,SOL&LIQUIDS",0.74,19.3,0.022
"CHERRIES,SOUR,RED,CND,HVY SYRUP PK,SOL&LIQUIDS",0.73,23.27,0.021
"CHERRIES,SOUR,RED,CND,EX HVY SYRUP PK,SOL&LIQUIDS",0.71,29.23,0.021
"CHERRIES,SOUR,RED,FRZ,UNSWTND",0.92,11.02,0.1
"CHERRIES,SWEET,RAW",1.06,16.01,0.038
"CHERRIES,SWT,CND,H2O PK,SOL&LIQUIDS",0.77,11.76,0.028
"CHERRIES,SWT,CND,JUC PK,SOL&LIQUIDS",0.91,13.81,0.004
"CHERRIES,SWT,CND,LT SYRUP PK,SOL&LIQUIDS",0.61,17.29,0.034
"CHERRIES,SWT,CND,PITTED,HVY SYRUP PK,SOL & LIQUIDS",0.6,21.27,0.034
"CHERRIES,SWT,CND,EX HVY SYRUP PK,SOL&LIQUIDS",0.59,26.23,0.033
"CHERRIES,SWT,FRZ,SWTND",1.15,22.36,0.03
"CRABAPPLES,RAW",0.4,19.95,0.048
"CRANBERRIES,RAW",0.39,12.2,0.011
"CRANBERRIES,DRIED,SWTND",0.07,82.36,0.103
"CRANBERRY SAU,CND,SWTND",0.2,38.9,0.013
"CRANBERRY-ORANGE RELISH,CND",0.3,46.2,0.012
"CURRANTS,EUROPEAN BLACK,RAW",1.4,15.38,0.034
"CURRANTS,RED&WHITE,RAW",1.4,13.8,0.017
"CURRANTS,ZANTE,DRIED",4.08,74.08,0.028
"CUSTARD-APPLE,(BULLOCK'S-HEART),RAW",1.7,25.2,0.231
"DATES,DEGLET NOOR",2.45,75.03,0.032
"ELDERBERRIES,RAW",0.66,18.4,0.023
"FIGS,RAW",0.75,19.18,0.06
"FIGS,CND,H2O PK,SOL&LIQUIDS",0.4,13.99,0.02
"FIGS,CND,LT SYRUP PK,SOL&LIQUIDS",0.39,17.95,0.02
"FIGS,CND,HVY SYRUP PK,SOL&LIQUIDS",0.38,22.9,0.02
"FIGS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",0.38,27.86,0.02
"FIGS,DRIED,UNCOOKED",3.3,63.87,0.144
"FIGS,DRIED,STEWED",1.42,27.57,0.062
"FRUIT COCKTAIL,CND,H2O PK,SOL&LIQUIDS",0.42,8.51,0.006
"FRUIT COCKTAIL,CND,JUC PK,SOL&LIQUIDS",0.46,11.86,0.001
"FRUIT COCKTAIL,CND,EX LT SYRUP,SOL&LIQUIDS",0.4,11.63,0.01
"FRUIT COCKTAIL,CND,LT SYRUP,SOL&LIQUIDS",0.4,14.93,0.01
"FRUIT COCKTAIL,CND,HVY SYRUP,SOL&LIQUIDS",0.39,18.91,0.01
"FRUIT COCKTAIL,CND,EX HVY SYRUP,SOL&LIQUIDS",0.39,22.89,0.01
"FRUIT SALAD,CND,H2O PK,SOL&LIQUIDS",0.35,7.87,0.009
"FRUIT SALAD,CND,JUC PK,SOL&LIQUIDS",0.51,13.05,0.004
"FRUIT SALAD,CND,LT SYRUP,SOL&LIQUIDS",0.34,15.14,0.009
"FRUIT SALAD,CND,HVY SYRUP,SOL&LIQUIDS",0.34,19.11,0.01
"FRUIT SALAD,CND,EX HVY SYRUP,SOL&LIQUIDS",0.33,22.77,0.009
"GOOSEBERRIES,RAW",0.88,10.18,0.038
"GOOSEBERRIES,CND,LT SYRUP PK,SOL&LIQUIDS",0.65,18.75,0.013
"GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS",0.63,8.08,0.014
"GRAPEFRUIT,RAW,PINK&RED,ALL AREAS",0.77,10.66,0.021
"GRAPEFRUIT,RAW,PINK&RED,CALIFORNIA&ARIZONA",0.5,9.69,0.014
"GRAPEFRUIT,RAW,PINK & RED,FLORIDA",0.55,7.5,0.014
"GRAPEFRUIT,RAW,WHITE,ALL AREAS",0.69,8.41,0.014
"GRAPEFRUIT,RAW,WHITE,CALIFORNIA",0.88,9.09,0.014
"GRAPEFRUIT,RAW,WHITE,FLORIDA",0.63,8.19,0.014
"GRAPEFRUIT,SECTIONS,CND,H2O PK,SOL&LIQUIDS",0.58,9.15,0.014
"GRAPEFRUIT,SECTIONS,CND,JUC PK,SOL&LIQUIDS",0.7,9.21,0.012
"GRAPEFRUIT,SECTIONS,CND,LT SYRUP PK,SOL&LIQUIDS",0.56,15.44,0.014
"GRAPEFRUIT JUC,WHITE,CND,UNSWTND",0.52,8.96,0.013
"GRAPEFRUIT JUC,WHITE,CND,SWTND",0.58,11.13,0.012
"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,UNDIL",1.97,34.56,0.064
"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,DIL W/ 3 VOLUME H2O",0.55,9.73,0.019
"GRAPEFRUIT JUC,WHITE,RAW",0.5,9.2,0.014
"GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",0.37,14.77,0.025
"GRAPES,AMERICAN TYPE (SLIP SKN),RAW",0.63,17.15,0.114
"GRAPES,RED OR GRN (EURO TYPE,SUCH AS THOMPSON SEEDLESS),RAW",0.72,18.1,0.054
"GRAPES,CND,THOMPSON SEEDLESS,H2O PK,SOL&LIQUIDS",0.5,10.3,0.035
"GRAPES,CND,THOMPSON SEEDLESS,HVY SYRUP PK,SOL&LIQUIDS",0.48,19.65,0.033
"GRAPE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",0.37,14.77,0.025
"GRAPE JUC COCKTAIL,FRZ CONC,UNDIL,W/ ADDED VIT C",0.65,44.37,0.103
"GRAPE JUC COCKTAIL,FRZ CONC,DIL W/ 3 VOL H2O,W/ ADDED VIT C",0.19,12.75,0.029
"GROUNDCHERRIES,(CAPE-GOOSEBERRIES OR POHA),RAW",1.9,11.2,0
"GUAVAS,COMMON,RAW",2.55,14.32,0.272
"GUAVAS,STRAWBERRY,RAW",0.58,17.36,0.172
"GUAVA SAUCE,COOKED",0.32,9.48,0.04
"JACKFRUIT,RAW",1.47,24.01,0.063
"JAVA-PLUM,(JAMBOLAN),RAW",0.72,15.56,0
"JUJUBE,RAW",1.2,20.23,0
"JUJUBE,DRIED",3.7,73.6,0
"KIWI FRUIT,(CHINESE GOOSEBERRIES),FRSH,RAW",1.14,14.66,0.029
"KUMQUATS,RAW",1.88,15.9,0.103
"LEMONS,RAW,WITHOUT PEEL",1.1,9.32,0.039
"LEMONS,RAW,WITH PEEL",1.2,10.7,0.039
"LEMON JUICE,RAW",0.38,8.63,0
"LEMON JUC,CND OR BTLD",0.4,6.48,0.038
"LEMON JUC,FRZ,UNSWTND,SINGLE STRENGTH",0.46,6.5,0.043
"LEMON PEEL,RAW",1.5,16,0.039
"LIMES,RAW",0.7,10.54,0.022
"LIME JUICE,RAW",0.42,8.42,0.008
"LIME JUC,CND OR BTLD,UNSWTND",0.25,6.69,0.026
"LITCHIS,RAW",0.83,16.53,0.099
"LITCHIS,DRIED",3.8,70.7,0.27
"LOGANBERRIES,FROZEN",1.52,13.02,0.011
"LONGANS,RAW",1.31,15.14,0
"LONGANS,DRIED",4.9,74,0
"LOQUATS,RAW",0.43,12.14,0.04
"MAMMY-APPLE,(MAMEY),RAW",0.5,12.5,0.136
"MANGOS,RAW",0.51,17,0.066
"MANGOSTEEN,CND,SYRUP PK",0.41,17.91,0
"MELONS,CANTALOUPE,RAW",0.84,8.16,0.051
"MELONS,CASABA,RAW",1.11,6.58,0.025
"MELONS,HONEYDEW,RAW",0.54,9.09,0.038
"MELON BALLS,FROZEN",0.84,7.94,0.064
"FRUIT,MXD,(PEACH&PEAR&PNAPPL),CND,HVY SYRUP,SOL&LIQUIDS",0.37,18.76,0.014
"FRUIT,MXD,(PRUNE&APRICOT&PEAR),DRIED",2.46,64.06,0.04
"FRUIT,MXD,(PCH, CHER-SWT & SR, RASPB, GRAPE, BOYS),FRZ,SWTND",1.42,24.23,0.025
"MULBERRIES,RAW",1.44,9.8,0.027
"NECTARINES,RAW",1.06,10.55,0.025
"OHELOBERRIES,RAW",0.38,6.84,0
"OLIVES,RIPE,CND (SMALL-EXTRA LRG)",0.84,6.26,1.415
"OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)",0.97,5.61,0.909
"OLIVES,PICKLED,CND OR BTLD,GRN",1.03,3.84,2.029
"ORANGES,RAW,ALL COMM VAR",0.94,11.75,0.015
"ORANGES,RAW,CALIFORNIA,VALENCIAS",1.04,11.89,0.035
"ORANGES,RAW,NAVELS",0.91,12.54,0.017
"ORANGES,RAW,FLORIDA",0.7,11.54,0.025
"ORANGES,RAW,WITH PEEL",1.3,15.5,0.035
"ORANGE JUICE,RAW",0.7,10.4,0.024
"ORANGE JUC,CND,UNSWTND",0.68,11.01,0.018
"ORANGE JUC,CHILLED,INCL FROM CONC",0.8,10.19,0.014
"ORANGE JUC,CHILLED,INCL FROM CONC,FORT W/ CA & VITAMIN D",0.8,10.06,0.029
"ORANGE JUC,FRZ CONC,UNSWTND,UNDIL",2.39,38.17,0.024
"ORANGE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O",0.68,10.78,0.007
"ORANGE PEEL,RAW",1.5,25,0.024
"ORANGE-GRAPEFRUIT JUC,CND,UNSWTND",0.6,10.28,0.011
"TANGERINES,(MANDARIN ORANGES),RAW",0.81,13.34,0.039
"TANGERINES,(MANDARIN ORANGES),CND,JUC PK",0.62,9.57,0.003
"TANGERINES,(MANDARIN ORANGES),CND,LT SYRUP PK",0.45,16.19,0.012
"TANGERINE JUICE,RAW",0.5,10.1,0.024
"TANGERINE JUC,CND,SWTND",0.5,12,0.013
"TANGERINE JUC,FRZ CONC,SWTND,UNDIL",1.5,38.85,0.026
"TANGERINE JUC,FRZ CONC,SWTND,DIL W/3 VOLUME H2O",0.43,11.06,0.007
"PAPAYAS,RAW",0.61,9.81,0.043
"PAPAYA NECTAR,CANNED",0.17,14.51,0.047
"PASSION-FRUIT,(GRANADILLA),PURPLE,RAW",2.2,23.38,0.059
"PASSION-FRUIT JUC,PURPLE,RAW",0.39,13.6,0.004
"PASSION-FRUIT JUC,YEL,RAW",0.67,14.45,0.015
"PEACHES,RAW",0.91,9.54,0.019
"PEACHES,CND,H2O PK,SOL&LIQUIDS",0.44,6.11,0.006
"PEACHES,CND,JUC PK,SOL&LIQUIDS",0.63,11.57,0.004
"PEACHES,CND,EX LT SYRUP,SOL&LIQUIDS",0.4,11.1,0.011
"PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS",0.45,14.55,0.003
"PEACHES,CND,HVY SYRUP PK,SOL&LIQUIDS",0.45,19.94,0.01
"PEACHES,CND,EX HVY SYRUP PK,SOL&LIQUIDS",0.47,26.06,0.003
"PEACHES,SPICED,CND,HVY SYRUP PK,SOL&LIQUIDS",0.41,20.08,0.011
"PEACHES,DEHYD (LOW-MOISTURE),SULFURED,UNCKD",4.89,83.18,0.111
"PEACHES,DEHYD (LOW-MOISTURE),SULFURED,STWD",2.01,34.14,0.045
"PEACHES,DRIED,SULFURED,UNCKD",3.61,61.33,0.082
"PEACHES,DRIED,SULFURED,STWD,WO/ SUGAR",1.16,19.69,0.026
"PEACHES,DRIED,SULFURED,STWD,W/ SUGAR",1.06,26.6,0.024
"PEACHES,FRZ,SLICED,SWTND",0.63,23.98,0.014
"PEACH NECTAR,CND,WO/ VIT C",0.27,13.92,0.002
"PEARS,RAW",0.38,15.46,0.006
"PEARS,CND,H2O PK,SOL&LIQUIDS",0.19,7.81,0.002
"PEARS,CND,JUC PK,SOL&LIQUIDS",0.34,12.94,0.004
"PEARS,CND,EX LT SYRUP PK,SOL&LIQUIDS",0.3,12.2,0.006
"PEARS,CND,LT SYRUP PK,SOL&LIQUIDS",0.19,15.17,0.002
"PEARS,CND,HVY SYRUP PK,SOL&LIQUIDS",0.2,19.17,0.007
"PEARS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",0.19,25.25,0.007
"PEARS,DRIED,SULFURED,UNCKD",1.87,69.7,0.035
"PEARS,DRIED,SULFURED,STWD,WO/ SUGAR",0.91,33.81,0.017
"PEARS,DRIED,SULFURED,STWD,W/ SUGAR",0.86,37.14,0.016
"PEAR NECTAR,CND,WO/ VIT C",0.11,15.76,0.001
"PERSIMMONS,JAPANESE,RAW",0.58,18.59,0.02
"PERSIMMONS,JAPANESE,DRIED",1.38,73.43,0
"PERSIMMONS,NATIVE,RAW",0.8,33.5,0
"PINEAPPLE,RAW,ALL VAR",0.54,13.12,0.009
"PINEAPPLE,CND,H2O PK,SOL&LIQUIDS",0.43,8.3,0.006
"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS",0.42,15.7,0.006
"PINEAPPLE,CND,LT SYRUP PK,SOL&LIQUIDS",0.36,13.45,0.009
"PINEAPPLE,CND,HVY SYRUP PK,SOL&LIQUIDS",0.35,20.2,0.009
"PINEAPPLE,CND,EX HVY SYRUP PK,SOL&LIQUIDS",0.34,21.5,0.009
"PINEAPPLE,FRZ,CHUNKS,SWTND",0.4,22.2,0.007
"PINEAPPLE JUC,CND,UNSWTND,WO/ VIT C",0.36,12.87,0.008
"PINEAPPLE JUC,FRZ CONC,UNSWTND,UNDIL",1.3,44.3,0.007
"PINEAPPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O",0.4,12.77,0.002
"PITANGA,(SURINAM-CHERRY),RAW",0.8,7.49,0
"PLANTAINS,RAW",1.3,31.89,0.143
"PLANTAINS,COOKED",0.79,31.15,0.069
"PLUMS,RAW",0.7,11.42,0.017
"PLUMS,CND,PURPLE,H2O PK,SOL&LIQUIDS",0.39,11.03,0.001
"PLUMS,CND,PURPLE,JUC PK,SOL&LIQUIDS",0.51,15.15,0.002
"PLUMS,CND,PURPLE,LT SYRUP PK,SOL&LIQUIDS",0.37,16.28,0.008
"PLUMS,CND,PURPLE,HVY SYRUP PK,SOL&LIQUIDS",0.36,23.24,0.008
"PLUMS,CND,PURPLE,EX HVY SYRUP PK,SOL&LIQUIDS",0.36,26.31,0.008
"POMEGRANATES,RAW",1.67,18.7,0.12
"PRICKLY PEARS,RAW",0.73,9.57,0.067
"PRUNES,CND,HVY SYRUP PK,SOL&LIQUIDS",0.87,27.8,0.016
"PRUNES,DEHYD (LOW-MOISTURE),UNCKD",3.7,89.07,0.059
"PRUNES,DEHYD (LOW-MOISTURE),STWD",1.23,29.7,0.02
"PLUMS,DRIED (PRUNES),UNCKD",2.18,63.88,0.088
"PLUMS,DRIED (PRUNES),STWD,WO/ ADDED SUGAR",0.96,28.08,0.01
"PLUMS,DRIED (PRUNES),STWD,W/ ADDED SUGAR",1.09,32.88,0.017
"PRUNE JUICE,CANNED",0.61,17.45,0.003
"PUMMELO,RAW",0.76,9.62,0
"QUINCES,RAW",0.4,15.3,0.01
"RAISINS,GOLDEN SEEDLESS",3.39,79.52,0.151
"RAISINS,SEEDLESS",3.07,79.18,0.058
"RAISINS,SEEDED",2.52,78.47,0.178
"RAMBUTAN,CND,SYRUP PK",0.65,20.87,0
"RASPBERRIES,RAW",1.2,11.94,0.019
"RASPBERRIES,CND,RED,HVY SYRUP PK,SOL&LIQUIDS",0.83,23.36,0.005
"RASPBERRIES,FRZ,RED,SWTND",0.7,26.16,0.005
"RHUBARB,RAW",0.9,4.54,0.053
"RHUBARB,FROZEN,UNCOOKED",0.55,5.1,0.029
"RHUBARB,FRZ,CKD,W/SUGAR",0.39,31.2,0.014
"ROSELLE,RAW",0.96,11.31,0
"ROSE-APPLES,RAW",0.6,5.7,0
"SAPODILLA,RAW",0.44,19.96,0.194
"SAPOTES,(MARMALADE PLUM),RAW",2.12,33.76,0
"SOURSOP,RAW",1,16.84,0.051
"STRAWBERRIES,RAW",0.67,7.68,0.015
"STRAWBERRIES,CND,HVY SYRUP PK,SOL&LIQUIDS",0.56,23.53,0.014
"STRAWBERRIES,FRZ,UNSWTND",0.43,9.13,0.006
"STRAWBERRIES,FRZ,SWTND,WHL",0.52,21,0.007
"STRAWBERRIES,FRZ,SWTND,SLICED",0.53,25.92,0.007
"SUGAR-APPLES,(SWEETSOP),RAW",2.06,23.64,0.048
"TAMARINDS,RAW",2.8,62.5,0.272
"FRUIT SALAD,TROPICAL,CND,HVY SYRUP,SOL&LIQUIDS",0.41,22.36,0.019
"WATERMELON,RAW",0.61,7.55,0.016
"MARASCHINO CHERRIES,CND,DRND",0.22,41.97,0.039
"FEIJOA,RAW",1.24,10.63,0
"PEARS,ASIAN,RAW",0.5,10.65,0.012
"FRUIT COCKTAIL,CND,HVY SYRUP,DRND",0.47,18.8,0.014
"BLUEBERRIES,CND,LT SYRUP,DRND",1.04,22.66,0
"BLUEBERRIES,WILD,CND,HVY SYRUP,DRND",0.56,28.32,0
"PINEAPPLE,CND,JUC PK,DRND",0.51,15.56,0.008
"APRICOTS,CND,HVY SYRUP,DRND",0.64,21.31,0.007
"CHERRIES,SWT,CND,PITTED,HVY SYRUP,DRND",0.73,21.07,0.041
"PEACHES,CND,HVY SYRUP,DRND",0.54,19.79,0.004
"PEARS,CND,HVY SYRUP,DRND",0.24,19.08,0.01
"PLUMS,CND,HVY SYRUP,DRND",0.44,23.12,0.011
"TANGERINES,(MANDARIN ORANGES),CND,JUC PK,DRND",0.75,9.41,0.004
"APPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",0.1,11.3,0.022
"APPLESAUCE,CND,UNSWTND,W/ VIT C",0.17,11.27,0.008
"APPLESAUCE,CND,SWTND,W/SALT",0.18,19.91,0.03
"APRICOT NECTAR,CND,W/ VIT C",0.37,14.39,0.006
"GRAPEFRUIT JUICE,PINK,RAW",0.5,9.2,0.014
"KIWIFRUIT,(CHINESE GOOSEBERRIES),HELD IN STORAGE,RAW",0.99,14.88,0
"ORANGE JUC,CALIFORNIA,CHILLED,INCL FROM CONC",0.8,10.06,0.029
"PEACH NECTAR,CND,W/ VIT C",0.27,13.92,0.002
"PEAR NECTAR,CND,W/ VIT C",0.11,15.76,0.001
"PINEAPPLE JUC,CND,UNSWTND,W/ ADDED VIT C",0.36,12.87,0.008
"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,W/ VIT C",0.51,41,0.06
"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O,W/ VIT C",0.14,11.54,0.018
"JACKFRUIT,CND,SYRUP PK",0.36,23.94,0
"DATES,MEDJOOL",1.81,74.97,0
"DURIAN,RAW OR FROZEN",1.47,27.09,0
"PRUNE PUREE",2.1,65.1,0.016
"CANDIED FRUIT",0.34,82.74,0.01
"ABIYUCH,RAW",1.5,17.6,0.014
"ROWAL,RAW",2.3,23.9,0.245
"PINEAPPLE,RAW,TRADITIONAL VAR",0.55,11.82,0
"PINEAPPLE,RAW,EX SWT VAR",0.53,13.5,0
"USDA CMDTY,MXD FRUIT (PEACH,PEARS,GRAPES),CND,LT SYRUP,DRND",0.46,14.65,0.01
"USDA CMDTY,MXD FRUIT (PEACH,PEAR,GRAPE),CND,LT SYR,SOL & LIQ",0.41,14.3,0.01
"CLEMENTINES,RAW",0.85,12.02,0
"GUANABANA NECTAR,CND",0.11,14.93,0.029
"GUAVA NECTAR,CND",0.09,14.87,0
"MANGO NECTAR,CND",0.11,13.12,0.014
"TAMARIND NECTAR,CND",0.09,14.73,0
"USDA CMDTY PEACHES,CND,LT SYRUP,DRND",0.56,15.65,0
"USDA CMDTY PEARS,CND,JUC PK,DRND",0.34,12.91,0
"USDA CMDTY PEARS,CND,LT SYRUP,DRND",0.28,16.21,0
"POMEGRANATE JUC,BTLD",0.15,13.13,0.077
"JUICE,APPL & GRAPE BLEND,W/ ADDED VIT C",0.16,12.46,0
"JUICE,APPL,GRAPE & PEAR BLEND,W/ ADDED VIT C & CA",0.17,12.96,0
"PORK,FRSH,ENHANCED,COMP OF FAT,CKD",10.06,0.32,21.382
"PORK,FRSH,CARCASS,LN&FAT,RAW",13.91,0,12.44
"PORK,FRSH,COMP OF RTL CUTS (LEG,LOIN,SHLDR),LN,RAW",21.07,0,2.03
"PORK,FRSH,COMP OF LEG,LOIN,SHLDR,&SPARERIBS,LN&FAT,RAW",18.25,0,5.77
"PORK,FRESH,BACKFAT,RAW",2.92,0,32.21
"PORK,FRSH,BELLY,RAW",9.34,0,19.33
"PORK,FRSH,FAT,RAW",5.82,0,25.082
"PORK,FRSH,FAT,CKD",8.86,0,23.43
"PORK,FRSH,LEG (HAM),WHL,LN&FAT,RAW",17.43,0,6.54
"PORK,FRSH,LEG (HAM),WHL,LN&FAT,CKD,RSTD",26.83,0,6.47
"PORK,FRSH,LEG (HAM),WHL,LN,RAW",20.48,0,1.87
"PORK,FRSH,LEG (HAM),WHL,LN,CKD,RSTD",29.41,0,3.3
"PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,RAW",18.74,0,5.44
"PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,CKD,RSTD",28.88,0,5.25
"PORK,FRSH,LEG (HAM),RUMP HALF,LN,RAW",21.24,0,1.79
"PORK,FRSH,LEG (HAM),RUMP HALF,LN,CKD,RSTD",30.94,0,2.87
"PORK,FRSH,LEG (HAM),SHANK HALF,LN&FAT,RAW",17.08,0,7.29
"PORK,FRSH,LEG (HAM),SHANK HALF,LN&FAT,CKD,RSTD",25.34,0,7.36
"PORK,FRSH,LEG (HAM),SHANK HALF,LN,RAW",20.62,0,1.94
"PORK,FRSH,LEG (HAM),SHANK HALF,LN,CKD,RSTD",28.21,0,3.63
"PORK,FRSH,LOIN,WHL,LN&FAT,RAW",19.74,0,4.36
"PORK,FRSH,LOIN,WHL,LN&FAT,CKD,BRSD",27.23,0,5.11
"PORK,FRSH,LOIN,WHL,LN&FAT,CKD,BRLD",27.32,0,5.23
"PORK,FRSH,LOIN,WHL,LN&FAT,CKD,RSTD",27.09,0,5.37
"PORK,FRSH,LOIN,WHL,LN,RAW",21.43,0,1.95
"PORK,FRSH,LOIN,WHL,LN,CKD,BRSD",28.57,0,3.38
"PORK,FRSH,LOIN,WHL,LN,CKD,BRLD",28.57,0,3.64
"PORK,FRSH,LOIN,WHL,LN,CKD,RSTD",28.62,0,3.51
"PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN&FAT,RAW",15.82,0,8.37
"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,BRSD",21.91,0,9.54
"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN&FAT,CKD,BRLD",22.47,0,9.31
"PORK,FRSH,LOIN,BLADE (ROASTS),BONE-IN,LN&FAT,CKD,RSTD",23.72,0,9.15
"PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN,RAW",19.27,0,2.85
"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRSD",25.03,0,4.74
"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,CKD,BRLD",25.36,0,5.06
